Index,Text
1132,"This figurative is called St. Joe Louis Surrounded Snake, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1133,"This figurative is called Six Crimee, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, masonite"
1134,"This self-portrait is called Self-Portrait, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon"
1135,"This self-portrait is called Self-Portrait as a Heel, Part Two, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. "
1136,"This self-portrait is called Self-Portrait, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pen, pencil, paper"
1137,"This figurative is called Profit I, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, spray paint, canvas"
1138,"This figurative is called Untitled, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. "
1139,"This nude painting (nu) is called Maenads, It was created by John Currin, created in 2015. It follows the Kitsch style. It create on oil, canvas"
1140,"This figurative is called In Italian, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1141,"This figurative is called Price of Gasoline in the Third World, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas, paper"
1142,"This figurative is called In this Case, It was created by Jean-Michel Basquiat, created in 1983. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1143,"This figurative is called Santo versus Second Avenue, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas, paper"
1144,"This figurative is called Ribs, Ribs, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on crayon, paper"
1145,"This nude painting (nu) is called The Veil, It was created by John Currin, created in 1999. It follows the Kitsch style. It create on oil, canvas"
1146,"This figurative is called Tuxedo, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on screenprint, canvas"
1147,"This portrait is called The Pillow, It was created by John Currin, created in 2006. It follows the Contemporary Realism style. It create on oil, canvas"
1148,"This figurative is called The Guilt of Gold Teeth, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1149,"This nude painting (nu) is called The Old Fur, It was created by John Currin, created in 2010. It follows the Kitsch style. It create on oil, canvas"
1150,"This portrait is called Rippowam, It was created by John Currin, created in 1999. It follows the Kitsch style. It create on oil, canvas"
1151,"This nude painting (nu) is called Nude with Raised Arms, It was created by John Currin, created in 1998. It follows the Kitsch style. It create on oil, canvas"
1152,"This nude painting (nu) is called Nice'n Easy, It was created by John Currin, created in 1999. It follows the Kitsch style. It create on oil, canvas"
1153,"This genre painting is called Homemade Pasta, It was created by John Currin, created in 1999. It follows the Kitsch style. It create on oil, canvas"
1154,"This genre painting is called The Bra Shop, It was created by John Currin, created in 1997. It follows the Kitsch style. It create on oil, canvas"
1155,"This portrait is called Daughter and Mother, It was created by John Currin, created in 1997. It follows the Contemporary Realism,Kitsch style. It create on oil, canvas"
1156,"This portrait is called Young Man, It was created by John Currin, created in 1992. It follows the Contemporary Realism style. It create on oil, canvas"
1157,"This figurative is called Philistines, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1158,"This figurative is called Portrait of the Artist as a Young Derelict, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, oil, ink, wood"
1159,"This figurative is called Obnoxious Liberals, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1160,"This figurative is called Olive Oil, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pen, pencil, paper"
1161,"This figurative is called Native Carrying Some Guns, Bibles, Amorites on Safari, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pencil, canvas"
1162,"This nude painting (nu) is called Tapestry, It was created by John Currin, created in 2013. It follows the Kitsch style. It create on oil, canvas"
1163,"This nude painting (nu) is called Gezellig, It was created by John Currin, created in 2006. It follows the Contemporary Realism style. It create on oil, canvas"
1164,"This figurative is called Mostly Old Ladies, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pen, pencil, paper"
1165,"This figurative is called Jackson, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pen, pencil, paper"
1166,"This sculpture is called Head of a Fryer, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, wood, canvas"
1167,"This figurative is called Dos Cabezas, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1168,"This figurative is called Dog, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. "
1169,"This figurative is called Jawbone of an Ass, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on pencil, canvas, paper"
1170,"This figurative is called Charles the First, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1171,"This figurative is called Leonardo da Vinci's Greatest Hits, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, panel, paper"
1172,"This figurative is called CPRKR, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1173,"This figurative is called Boy and dog in a Johnnypump, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, spray paint, canvas"
1174,"This portrait is called Skinny Woman, It was created by John Currin, created in 1992. It follows the Contemporary Realism style. It create on oil, linen"
1175,"This figurative is called Boxer, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon"
1176,"This figurative is called Baby Boom, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1177,"This figurative is called Black Tar and Feathers, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, spray paint, wood"
1178,"This graffiti is called Untitled (Gem Spa), It was created by Jean-Michel Basquiat. It follows the Naïve Art (Primitivism),Street art style. "
1179,"This graffiti is called Untitled, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. "
1180,"This figurative is called All Colored Cast (Part III), It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
1181,"This figurative is called Baptism, It was created by Jean-Michel Basquiat, created in 1982. It follows the Neo-Expressionism,Street art style. It create on acrylic, crayon, canvas"
